acX,acY,acZ,gyX,gyY,gyZ,time,Akselerasi
0.9,3.88,0.4,497,0.17,500.17,10:37:05,4.003048838
0.9,3.89,0.41,499.19,-0.54,1,10:37:05,4.013751363
0.91,3.89,0.38,498.77,0.02,500.81,10:37:06,4.0130537
0.91,3.89,0.38,499.08,0.31,501.03,10:37:06,4.0130537
0.91,3.9,0.39,498.29,-0.04,500.68,10:37:07,4.023704761
0.91,3.89,0.38,498.5,0.94,500.88,10:37:07,4.0130537
1.07,3.87,0.4,491.45,0.7,5,10:37:08,4.035071251
0.89,3.9,0.37,1.6,-0.77,6.76,10:37:08,4.017337427
0.91,3.87,0.38,495.75,1.59,500.31,10:37:09,3.993669991
0.91,3.88,0.38,494.9,0.97,499.32,10:37:09,4.003361088
0.91,3.89,0.38,500.29,0.69,501,10:37:10,4.0130537
0.91,3.89,0.38,497.43,0.22,500.24,10:37:10,4.0130537
0.92,3.89,0.37,498.95,-0.53,501.03,10:37:11,4.014399083
0.91,3.89,0.38,499.82,1.95,500.02,10:37:11,4.0130537
0.9,3.88,0.39,497.36,1.16,500.42,10:37:12,4.002061969
0.9,3.89,0.39,497.83,1.48,500.35,10:37:13,4.01175772
0.9,3.9,0.4,498.94,-0.1,500.58,10:37:14,4.022437072
0.91,3.9,0.4,497.09,0.25,500.26,10:37:14,4.024686323
0.9,3.89,0.39,497.27,0.76,500.45,10:37:15,4.01175772
0.9,3.89,0.38,497.04,1.35,1.51,10:37:15,4.010797926
0.9,3.88,0.4,496.12,0.56,0.81,10:37:19,4.003048838
0.9,3.89,0.41,497.77,-0.21,499.67,10:37:19,4.013751363
0.9,3.89,0.41,1.06,-0.18,1.97,10:37:20,4.013751363
0.89,3.91,0.42,498.52,0.62,500.74,10:37:20,4.03194742
0.9,3.88,0.41,497.23,-1.16,2.84,10:37:21,4.004060439
0.9,3.88,0.4,498.25,1.27,0.95,10:37:21,4.003048838
0.89,3.89,0.41,498.34,0.91,500.69,10:37:22,4.011520909
0.91,3.9,0.4,497.47,0.21,500.32,10:37:22,4.024686323
0.9,3.9,0.42,498.64,0.55,1,10:37:23,4.024475121
0.9,3.89,0.41,497.35,-0.76,500.97,10:37:23,4.013751363
0.9,3.89,0.4,498.25,0.05,500.68,10:37:24,4.012742205
0.91,3.9,0.4,498.31,0.45,500.27,10:37:24,4.024686323
0.9,3.9,0.4,496.82,0.38,500.82,10:37:25,4.022437072
0.9,3.91,0.39,498.25,-0.34,2,10:37:25,4.031153681
0.9,3.89,0.39,497.51,-1.36,0.89,10:37:26,4.01175772
0.92,3.9,0.38,499.49,1.49,0.89,10:37:26,4.025021739
0.91,3.9,0.38,498.99,1.05,500.67,10:37:27,4.022747817
0.91,3.9,0.38,497.87,0.36,500.02,10:37:27,4.022747817
0.9,3.89,0.4,498.46,3.91,500.99,10:37:28,4.012742205
0.87,3.91,0.41,499.9,1.42,500.48,10:37:28,4.026549391
0.88,3.91,0.42,497.69,1.26,1.46,10:37:29,4.029751853
0.88,3.91,0.43,497.52,2.33,500.94,10:37:29,4.030806371
0.89,3.91,0.45,498.3,1.39,500.98,10:37:30,4.035182772
0.89,3.91,0.43,497.32,1.33,500.35,10:37:30,4.033001364
0.88,3.91,0.45,498.24,0.34,500.98,10:37:31,4.032988966
0.88,3.91,0.43,496.99,-0.12,500.61,10:37:31,4.030806371
0.89,3.91,0.43,498,0.59,1.39,10:37:32,4.033001364
0.88,3.9,0.42,498.28,1.08,500.45,10:37:32,4.020049751
0.88,3.91,0.43,498.64,0.38,0.92,10:37:33,4.030806371
0.88,3.9,0.44,498.19,0.25,500.99,10:37:33,4.022188459
0.88,3.89,0.44,497.38,-0.2,1.08,10:37:34,4.012492991
0.88,3.9,0.44,498.41,1.47,0.89,10:37:34,4.022188459
0.88,3.9,0.44,498.19,1.39,500.64,10:37:35,4.022188459
0.87,3.89,0.43,496.19,-0.59,2.63,10:37:35,4.009226858
0.91,3.93,0.37,498.67,491.29,1.09,10:37:36,4.050913477
0.9,3.9,0.43,1.01,16.18,2.42,10:37:36,4.025531021
0.88,3.9,0.45,497.71,0.92,0.9,10:37:37,4.02329467
0.88,3.9,0.45,497.57,1.19,500.53,10:37:37,4.02329467
1,3.95,0.12,498.88,0.52,500.95,10:37:38,4.076383201
1,3.95,0.11,497.33,0.49,500.79,10:37:38,4.076101078
0.99,3.95,0.12,496.32,-0.09,498.55,10:37:39,4.07394158
0.99,3.98,0.14,500.34,1.76,500.93,10:37:39,4.10366909
1,3.96,0.13,497.63,-0.37,1.68,10:37:40,4.086379816
0.99,3.96,0.13,499,-0.05,500.75,10:37:40,4.083944172
0.99,3.96,0.13,498.42,0.1,1.14,10:37:41,4.083944172
0.99,3.96,0.13,499.59,0.18,501.04,10:37:41,4.083944172
0.99,3.96,0.12,500.03,0.36,0.82,10:37:42,4.083638084
0.99,3.96,0.11,497.28,0.6,500.94,10:37:42,4.083356463
1,3.95,0.12,499.24,0.31,0.82,10:37:43,4.076383201
0.99,3.96,0.12,498.28,0.93,500.62,10:37:43,4.083638084
1,3.96,0.12,496.61,0.49,0.92,10:37:44,4.08607391
0.99,3.96,0.11,500.68,0.25,0.84,10:37:44,4.083356463
0.99,3.96,0.11,496.24,0.68,0.85,10:37:45,4.083356463
0.99,3.96,0.12,499.54,0.36,0.81,10:37:45,4.083638084
0.99,3.95,0.11,498.33,0.43,501,10:37:46,4.073659289
0.99,3.95,0.12,497.98,0.8,500.7,10:37:46,4.07394158
1,3.95,0.11,498.05,0.48,0.79,10:37:47,4.076101078
1,3.96,0.12,497.45,0.06,500.91,10:37:47,4.08607391
1,3.96,0.12,499.48,0.24,500.86,10:37:48,4.08607391
0.99,3.96,0.11,496.8,0.57,0.99,10:37:48,4.083356463
0.99,3.96,0.11,499.01,0.26,500.88,10:37:49,4.083356463
1,3.95,0.11,496.62,0.43,0.87,10:37:49,4.076101078
1.01,3.94,0.13,496.96,12.64,11.47,10:37:50,4.06947171
0.97,3.92,0.05,500.07,8.58,5.53,10:37:50,4.03853934
0.96,0.09,0.54,496.35,16.79,3.84,10:37:51,1.105124427
0.68,0.1,0.71,497.32,475.65,11.13,10:37:51,0.988180146
0.76,3.91,0.54,496.68,473.1,7.64,10:37:52,4.019614409
0.91,3.95,0.43,499.17,4.6,8.39,10:37:52,4.076211476
0.92,3.95,0.42,496.33,498.21,500.96,10:37:53,4.077413396
0.9,3.94,0.41,498.46,-1.39,1.12,10:37:53,4.062228452
0.88,0.13,0.34,496.55,29.6,490.71,10:37:54,0.952312974
0.61,3.89,0.46,498.79,38.66,480.47,10:37:54,3.96431583
0.64,0.12,0.48,499.92,492.16,4.7,10:37:55,0.808949937
1.02,0.17,0.39,498.62,491.32,14.3,10:37:55,1.10516967
0.84,0.04,0.47,499.62,75.44,7.26,10:37:56,0.963379468
0.9,3.96,0.53,496.8,3.55,1.89,10:37:56,4.095424276
0.91,0.13,0.41,500.39,490.99,5.48,10:37:57,1.006528688
1.07,0.07,0.45,498.43,64.27,18.68,10:37:57,1.162884345
1.34,3.77,0.35,499.68,83.67,5,10:37:58,4.016341619
0.92,0.13,0.36,496.1,7.12,1.26,10:37:58,0.996443676
1.05,3.96,0.39,497.66,39.21,10.88,10:37:59,4.115361467
0.78,3.89,0.03,498.73,431.53,485.87,10:37:59,3.96754332
0.8,3.91,0.38,499.23,491.1,3.56,10:38:00,4.009052257
0.7,3.97,0.56,496.25,42.5,36.56,10:38:00,4.06995086
0.79,0.12,0.49,497.6,497.48,493.9,10:38:01,0.937336652
0.92,3.95,0.29,498.95,495.07,490.93,10:38:01,4.066079193
0.97,0.28,0.78,499.1,51.89,20.5,10:38:02,1.275813466
0.73,0.15,0.69,498.38,16.76,42.08,10:38:02,1.015627885
0.82,0.06,0.51,500.56,497.95,61.24,10:38:03,0.96752261
1,3.83,0.48,500.42,1.76,9.86,10:38:03,3.987392632
0.86,0.24,0.54,497.02,7.66,44.85,10:38:04,1.043455797
0.97,3.9,0.44,496.67,479.94,25.87,10:38:04,4.042833165
0.9,3.94,0.45,497.75,-1.26,495.34,10:38:05,4.066460377
0.88,3.93,0.49,496.82,1.05,496.18,10:38:05,4.05701861
0.88,3.97,0.43,496.25,0.64,0.97,10:38:06,4.089034116
0.89,3.93,0.4,499.33,2.49,9.31,10:38:06,4.049320931
0.95,3.62,0.56,497.56,26.24,477.97,10:38:07,3.78424365
0.85,3.91,0.43,497.47,489.02,1.01,10:38:07,4.024363304
0.91,3.91,0.38,498.97,497.77,500.97,10:38:08,4.032443428
0.9,3.89,0.41,499.14,2.23,498.88,10:38:08,4.013751363
0.9,3.93,0.41,499.81,496.64,499.89,10:38:09,4.052530074
0.91,3.91,0.4,499.87,0.72,1.07,10:38:09,4.034377275
0.9,3.9,0.39,496.55,0.55,1.05,10:38:10,4.021454961
0.9,3.9,0.4,499.27,0.41,500.29,10:38:10,4.022437072
0.91,3.89,0.4,499.06,-1.42,499.57,10:38:11,4.014996887
0.91,3.9,0.39,500.8,0.21,1.1,10:38:11,4.023704761
0.91,3.89,0.39,497.22,0.33,501,10:38:12,4.014012955
0.9,3.89,0.38,498.16,-0.78,0.81,10:38:12,4.010797926
0.9,3.89,0.4,497.66,2.06,501,10:38:13,4.012742205
0.9,3.9,0.4,499.7,0.96,500.76,10:38:13,4.022437072
0.89,3.89,0.4,497.25,1.68,1.21,10:38:14,4.010511189
0.91,3.89,0.41,497.63,0.93,500.94,10:38:14,4.016005478
0.9,3.89,0.41,500.62,0.79,500.98,10:38:15,4.013751363
0.89,3.89,0.41,499.93,-0.33,500.83,10:38:15,4.011520909
0.9,3.89,0.42,496.94,-0.8,500.87,10:38:16,4.014785175
0.89,3.89,0.4,497.77,1.17,500.94,10:38:16,4.010511189
0.89,3.89,0.4,497.51,1.98,0.84,10:38:17,4.010511189
0.89,3.9,0.42,499.87,-0.9,1.29,10:38:17,4.022250614
0.9,3.89,0.41,496.18,-0.03,500.61,10:38:18,4.013751363
0.9,3.89,0.41,499.24,-0.05,0.9,10:38:18,4.013751363
0.9,3.89,0.41,499.15,0.79,500.95,10:38:19,4.013751363
0.9,3.89,0.41,499.68,0.72,500.64,10:38:19,4.013751363
0.9,3.89,0.41,497.03,-0.23,501.05,10:38:20,4.013751363
0.9,3.88,0.4,497.86,0.17,500.17,10:38:20,4.003048838
0.9,3.89,0.41,500.46,-0.54,1,10:38:21,4.013751363
0.91,3.89,0.38,497.25,0.02,500.81,10:38:21,4.0130537
0.91,3.89,0.38,498.78,0.31,501.03,10:38:22,4.0130537
0.91,3.9,0.39,496.49,-0.04,500.68,10:38:22,4.023704761
0.91,3.89,0.38,498.63,0.94,500.88,10:38:23,4.0130537
1.07,3.87,0.4,499.94,0.7,5,10:38:23,4.035071251
0.89,3.9,0.37,496.81,-0.77,6.76,10:38:24,4.017337427
0.91,3.87,0.38,500.74,1.59,500.31,10:38:24,3.993669991
0.91,3.88,0.38,497.06,0.97,499.32,10:38:25,4.003361088
0.91,3.89,0.38,500.88,0.69,501,10:38:25,4.0130537
0.91,3.89,0.38,498.09,0.22,500.24,10:38:26,4.0130537
0.92,3.89,0.37,500.33,-0.53,501.03,10:38:26,4.014399083
0.91,3.89,0.38,499.22,1.95,500.02,10:38:27,4.0130537
0.9,3.88,0.39,498.21,1.16,500.42,10:38:27,4.002061969
0.9,3.89,0.39,496.78,1.48,500.35,10:38:28,4.01175772
0.9,3.9,0.4,496.56,-0.1,500.58,10:38:28,4.022437072
0.91,3.9,0.4,496.88,0.25,500.26,10:38:29,4.024686323
0.9,3.89,0.39,500.93,0.76,500.45,10:38:29,4.01175772
0.9,3.89,0.38,496.64,1.35,1.51,10:38:30,4.010797926
0.9,3.88,0.4,498.14,0.56,0.81,10:38:30,4.003048838
0.9,3.89,0.41,496.03,-0.21,499.67,10:38:31,4.013751363
0.9,3.89,0.41,497.91,-0.18,1.97,10:38:31,4.013751363
0.89,3.91,0.42,500.37,0.62,500.74,10:38:32,4.03194742
0.9,3.88,0.41,496.29,-1.16,2.84,10:38:32,4.004060439
0.9,3.88,0.4,497.71,1.27,0.95,10:38:33,4.003048838
0.89,3.89,0.41,499.73,0.91,500.69,10:38:33,4.011520909
0.91,3.9,0.4,498.14,0.21,500.32,10:38:34,4.024686323
0.9,3.9,0.42,498.62,0.55,1,10:38:34,4.024475121
0.9,3.89,0.41,500.32,-0.76,500.97,10:38:35,4.013751363
0.9,3.89,0.4,498.06,0.05,500.68,10:38:35,4.012742205
0.91,3.9,0.4,499.89,0.45,500.27,10:38:36,4.024686323
0.9,3.9,0.4,500.8,0.38,500.82,10:38:36,4.022437072
0.9,3.91,0.39,499.81,-0.34,2,10:38:37,4.031153681
0.9,3.89,0.39,498.01,-1.36,0.89,10:38:37,4.01175772
0.92,3.9,0.38,499.86,1.49,0.89,10:38:38,4.025021739
0.91,3.9,0.38,499.08,1.05,500.67,10:38:38,4.022747817
0.91,3.9,0.38,497.84,0.36,500.02,10:38:39,4.022747817
0.9,3.89,0.4,498.97,3.91,500.99,10:38:39,4.012742205
0.87,3.91,0.41,500.72,1.42,500.48,10:38:40,4.026549391
0.88,3.91,0.42,498.22,1.26,1.46,10:38:40,4.029751853
0.88,3.91,0.43,500.61,2.33,500.94,10:38:41,4.030806371
0.89,3.91,0.45,500.87,1.39,500.98,10:38:41,4.035182772
0.89,3.91,0.43,496.29,1.33,500.35,10:38:42,4.033001364
0.88,3.91,0.45,498.95,0.34,500.98,10:38:42,4.032988966
0.88,3.91,0.43,496.19,-0.12,500.61,10:38:43,4.030806371
0.89,3.91,0.43,501,0.59,1.39,10:38:43,4.033001364
0.88,3.9,0.42,498.55,1.08,500.45,10:38:44,4.020049751
0.88,3.91,0.43,497.11,0.38,0.92,10:38:44,4.030806371
0.88,3.9,0.44,498.36,0.25,500.99,10:38:45,4.022188459
0.88,3.89,0.44,499.27,-0.2,1.08,10:38:45,4.012492991
0.88,3.9,0.44,499.39,1.47,0.89,10:38:46,4.022188459
0.88,3.9,0.44,497.38,1.39,500.64,10:38:46,4.022188459
0.87,3.89,0.43,496.16,-0.59,2.63,10:38:47,4.009226858
0.91,3.93,0.37,498.48,491.29,1.09,10:38:47,4.050913477
0.9,3.9,0.43,497.38,16.18,2.42,10:38:48,4.025531021
0.88,3.9,0.45,500.78,0.92,0.9,10:38:48,4.02329467
0.88,3.9,0.45,498.15,1.19,500.53,10:38:49,4.02329467
